brand,model,car_name,car_category,  price  ,trim,  kilometers  ,year, vehicle_age_years ,regional_specs,doors,body_type,fuel_type,seating_capacity,transmission_type,engine_capacity_cc,horsepower,no_of_cylinders,exterior_color,interior_color,warranty,address,country,city,area_name,location_name,seller_type,lat,long
Nissan,Patrol,Nissan Patrol,Premium_fullsize_SUV,"188,000",LE Titanium,"72,000",2020,4,GCC Specs,5,SUV,Petrol,8,Automatic Transmission,4000+,400 - 499,8,White,Beige,Does not apply,"Al Qusais Industrial 1, Al Qusais Industrial Area, Al Qusais, Dubai, UAE",UAE,Dubai,Al Qusais,Al Qusais Industrial Area,Owner,25.266173,55.3377718
Mercedes-Benz,SL-Class,Mercedes-Benz Sl-Class,Premium_sports_car,"639,999",SL 63 AMG,77,2022,2,Other,2,Other,Petrol,,Automatic Transmission,,500 - 599,8,Grey,Black,Does not apply,"Dubai, UAE",UAE,Dubai,,,Owner,25.1524105,55.2340999
Nissan,Patrol,Nissan Patrol,Premium_fullsize_SUV,"186,000",Other,"46,030",2020,4,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,4000+,200 - 299,6,White,Brown,No,"Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,,Dealer,25.266173,55.3377718
BMW,4-Series,Bmw 4-Series,Premium_perf_compact,"275,000",430i,"3,015",2024, -   ,GCC Specs,2,Coupe,Petrol,5,Automatic Transmission,2000 - 2499,200 - 299,4,Grey,Unknown,Yes,"Jumeirah, Dubai, UAE",UAE,Dubai,Jumeirah,,Dealer,25.1524105,55.2340999
Nissan,Patrol,Nissan Patrol,Premium_fullsize_SUV,"186,000",Other,"46,030",2020,4,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,4000+,200 - 299,6,White,Brown,No,"Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,,Dealer,25.266173,55.3377718
Porsche,Carrera / 911,Porsche Carrera / 911,Premium_sports_car,"629,000",GTS,"8,113",2022,2,GCC Specs,2,Sports Car,Petrol,4,Manual Transmission,2500 - 2999,400 - 499,6,Silver,Black,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,Dealer,25.167737,55.231018
Lexus,GX 460,Lexus Gx 460,Premium_fullsize_SUV,"185,000",Platinum,"67,631",2020,4,GCC Specs,5,SUV,Petrol,7,Automatic Transmission,4000+,200 - 299,8,White,Black,No,"Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,,Dealer,25.1177213,55.2357807
Nissan,Patrol,Nissan Patrol,Premium_fullsize_SUV,"185,000",XE,  -    ,2024, -   ,GCC Specs,4,Sedan,Petrol,,Automatic Transmission,,200 - 299,6,Silver,Black,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,Dealer,25.266173,55.3377718
BMW,4-Series,Bmw 4-Series,Premium_perf_compact,"275,000",430i,  -    ,2024, -   ,European Specs,2,Soft Top Convertible,Petrol,5,Automatic Transmission,2000 - 2499,200 - 299,4,White,Unknown,Yes,"Al Quoz Industrial Area 3, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,Dealer,25.1524105,55.2340999
Ford,Edge,Ford Edge,Compact_Midsize_SUV,"19,000",Limited,"355,000",2013,11,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,3000 - 3499,200 - 299,6,Black,Brown,No,"Mirdif, Dubai, UAE",UAE,Dubai,Mirdif,,Owner,25.1524105,55.2340999
Ford,Edge,Ford Edge,Compact_Midsize_SUV,"19,000",Limited,"355,000",2013,11,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,3000 - 3499,200 - 299,6,Black,Brown,No,"Mirdif, Dubai, UAE",UAE,Dubai,Mirdif,,Owner,25.1524105,55.2340999
Toyota,Land Cruiser,Toyota Land Cruiser,Premium_fullsize_SUV,"185,000",GXR,"140,000",2019,5,GCC Specs,4,SUV,Diesel,7,Automatic Transmission,4000+,700 - 799,8,White,Beige,Yes,"Souq Al Haraj / Tasjeel Village, Saif Zone (Sharjah International Airport Free Zone), Sharjah, UAE",UAE,Sharjah,Saif Zone (Sharjah International Airport Free Zone),Souq Al Haraj / Tasjeel Village,Dealer,25.058063,55.180799
Volkswagen,Tiguan,Volkswagen Tiguan,Compact_Midsize_SUV,"18,500",Track & Style,"173,400",2009,15,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,1500 - 1999,100 - 199,4,Black,Unknown,Does not apply,"Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,Owner,24.9775987,55.0910742
Mercedes-Benz,SL-Class,Mercedes-Benz Sl-Class,Premium_sports_car,"620,900",SL 55 AMG Kompressor,"9,086",2022,2,GCC Specs,2,Soft Top Convertible,Petrol,4,Automatic Transmission,4000+,400 - 499,8,Blue,Unknown,No,"Emirates Hills, Dubai, UAE",UAE,Dubai,Emirates Hills,,Dealer,25.1524105,55.2340999
Lexus,RX-Series,Lexus Rx-Series,Compact_Midsize_SUV,"18,000",Full Option,"378,000",2005,19,GCC Specs,4,SUV,Petrol,,Automatic Transmission,,Unknown,6,Blue,Beige,Does not apply,"Dubai, UAE",UAE,Dubai,,,Owner,25.217623,55.2782831
Fisker,Karma,Fisker Karma,Premium_fullsized_car,"95,000",ES,"45,678",2013,11,GCC Specs,4,Sedan,Hybrid,5,Automatic Transmission,2000 - 2499,400 - 499,4,Blue,Brown,No,"Arabian Ranches, Dubai, UAE",UAE,Dubai,Arabian Ranches,,Dealer,25.0487514,55.2672885
Fisker,Karma,Fisker Karma,Premium_fullsized_car,"95,000",ES,"45,678",2013,11,GCC Specs,4,Sedan,Hybrid,5,Automatic Transmission,2000 - 2499,400 - 499,4,Blue,Brown,No,"Arabian Ranches, Dubai, UAE",UAE,Dubai,Arabian Ranches,,Dealer,25.0487514,55.2672885
Mercedes-Benz,S-Class,Mercedes-Benz S-Class,Premium_fullsized_car,"95,000",S 550,"216,000",2016,8,American Specs,4,Sedan,Petrol,,Automatic Transmission,,400 - 499,8,White,Beige,Does not apply,"Abu Dhabi, UAE",UAE,Abu Dhabi,,,Owner,25.3061521,55.3441577
Mercedes-Benz,E-Class,Mercedes-Benz E-Class,Premium_fullsized_car,"95,000",E 300,"106,000",2017,7,Other,4,Sedan,Petrol,5,Automatic Transmission,3000 - 3499,300 - 399,4,Black,Brown,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,Dealer,25.1177213,55.2357807
Audi,R8,Audi R8,Premium_sports_car,"620,000",Standard,"6,000",2023,1,GCC Specs,2,Sports Car,Petrol,2,Automatic Transmission,4000+,500 - 599,10,Red,Black,Yes,"Sheikh Zayed Road, Dubai, UAE",UAE,Dubai,Sheikh Zayed Road,,Dealer,25.217623,55.2782831
Toyota,Alphard,Toyota Alphard,Compact_pick_up,"278,000",3.5L,"78,000",2019,5,Japanese Specs,5,Van,Petrol,7,Automatic Transmission,3500 - 3999,300 - 399,6,Black,Black,No,"International City, Dubai, UAE",UAE,Dubai,International City,,Owner,25.1322737,55.3981398
Toyota,Land Cruiser,Toyota Land Cruiser,Premium_fullsize_SUV,"185,000",GXR,"140,000",2019,5,GCC Specs,4,SUV,Diesel,7,Automatic Transmission,4000+,700 - 799,8,White,Beige,Yes,"Souq Al Haraj / Tasjeel Village, Saif Zone (Sharjah International Airport Free Zone), Sharjah, UAE",UAE,Sharjah,Saif Zone (Sharjah International Airport Free Zone),Souq Al Haraj / Tasjeel Village,Dealer,25.058063,55.180799
BMW,X5,Bmw X5,Full_sized_SUV,"279,000",xDrive50i M Sport,"37,000",2020,4,GCC Specs,5,SUV,Petrol,7,Automatic Transmission,4000+,600 - 699,8,White,Brown,Yes,"Dubai Internet City, Dubai, UAE",UAE,Dubai,Dubai Internet City,,Owner,25.1177213,55.2357807
Mercedes-Benz,CLA,Mercedes-Benz Cla,Premium_compact,"279,000",CLA45,250,2023,1,Other,4,Sedan,Petrol,5,Automatic Transmission,2000 - 2499,200 - 299,4,Black,Black,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,Dealer,25.2144954,55.4281852
BMW,X5,Bmw X5,Full_sized_SUV,"279,000",xDrive50i M Sport,"37,000",2020,4,GCC Specs,5,SUV,Petrol,7,Automatic Transmission,4000+,600 - 699,8,White,Brown,Yes,"Dubai Internet City, Dubai, UAE",UAE,Dubai,Dubai Internet City,,Owner,25.1177213,55.2357807
Mercedes-Benz,CLA,Mercedes-Benz Cla,Premium_compact,"279,000",CLA45,250,2023,1,Other,4,Sedan,Petrol,5,Automatic Transmission,2000 - 2499,200 - 299,4,Black,Black,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,Dealer,25.2144954,55.4281852
Nissan,Patrol,Nissan Patrol,Premium_fullsize_SUV,"185,000",XE,  -    ,2024, -   ,GCC Specs,4,SUV,Petrol,8,Automatic Transmission,3500 - 3999,200 - 299,6,Black,Black,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,Dealer,25.266173,55.3377718
Mercedes-Benz,E-Class,Mercedes-Benz E-Class,Premium_fullsized_car,"95,000",E 350,"19,400",2015,9,Japanese Specs,2,Coupe,Petrol,4,Automatic Transmission,,300 - 399,6,Black,Black,Does not apply,"Dubai Marina, Dubai, UAE",UAE,Dubai,Dubai Marina,,Owner,25.1177213,55.2357807
Mercedes-Benz,E-Class,Mercedes-Benz E-Class,Premium_fullsized_car,"95,000",E 350,"19,400",2015,9,Japanese Specs,2,Coupe,Petrol,4,Automatic Transmission,,300 - 399,6,Black,Black,Does not apply,"Dubai Marina, Dubai, UAE",UAE,Dubai,Dubai Marina,,Owner,25.1177213,55.2357807
Nissan,Patrol,Nissan Patrol,Premium_fullsize_SUV,"185,000",XE,  -    ,2023,1,GCC Specs,4,SUV,Petrol,8,Automatic Transmission,3500 - 3999,200 - 299,6,Grey,Black,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,Dealer,25.266173,55.3377718
Nissan,Patrol,Nissan Patrol,Premium_fullsize_SUV,"185,000",XE,  -    ,2024, -   ,GCC Specs,4,SUV,Petrol,8,Automatic Transmission,3500 - 3999,200 - 299,6,White,Black,Yes,"Al Awir, Dubai, UAE",UAE,Dubai,Al Awir,,Dealer,25.266173,55.3377718
Land Rover,Range Rover Sport,Land Rover Range Rover Sport,Full_sized_SUV,"279,000",SVR,"115,000",2018,6,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,4000+,500 - 599,8,Blue,Unknown,No,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,Dealer,25.1524105,55.2340999
Porsche,Carrera / 911,Porsche Carrera / 911,Premium_sports_car,"615,000",Carrera S,"13,000",2022,2,GCC Specs,2,Coupe,Petrol,,Automatic Transmission,,500 - 599,6,Grey,Black,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,Dealer,25.167737,55.231018
Porsche,Carrera / 911,Porsche Carrera / 911,Premium_sports_car,"609,000",Other,"72,600",2009,15,GCC Specs,2,Coupe,Petrol,4,Automatic Transmission,3500 - 3999,500 - 599,6,Black,Black,No,"Green Community, Dubai, UAE",UAE,Dubai,Green Community,,Dealer,25.167737,55.231018
Mercedes-Benz,GLS-Class,Mercedes-Benz Gls-Class,Premium_fullsize_SUV,"185,000",GLS 500,"73,012",2017,7,GCC Specs,5,SUV,Petrol,7,Automatic Transmission,4000+,,8,White,Beige,No,"Al Barsha, Dubai, UAE",UAE,Dubai,Al Barsha,,Dealer,25.1524105,55.2340999
Mercedes-Benz,GLS-Class,Mercedes-Benz Gls-Class,Premium_fullsize_SUV,"185,000",GLS 500,"73,012",2017,7,GCC Specs,5,SUV,Petrol,7,Automatic Transmission,4000+,,8,White,Beige,No,"Al Barsha, Dubai, UAE",UAE,Dubai,Al Barsha,,Dealer,25.1524105,55.2340999
Mercedes-Benz,S-Class,Mercedes-Benz S-Class,Premium_fullsized_car,"93,000",S 500l,"90,500",2014,10,Korean Specs,4,Sedan,Petrol,5,Automatic Transmission,4000+,300 - 399,8,Black,Black,Does not apply,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,Dealer,25.3061521,55.3441577
Land Rover,Range Rover Velar,Land Rover Range Rover Velar,Full_sized_SUV,"279,000",Other,18,2023,1,Other,4,SUV,Petrol,5,Automatic Transmission,2000 - 2499,200 - 299,4,White,Black,Yes,"Al Quoz Industrial Area 3, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,Dealer,25.1524105,55.2340999
Chevrolet,Tahoe,Chevrolet Tahoe,Premium_fullsize_SUV,"185,000",LT,"54,000",2022,2,Other,4,SUV,Petrol,8,Automatic Transmission,3500 - 3999,500 - 599,8,Grey,Black,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,Dealer,25.1790137,55.379422
Ferrari,GTC4 Lusso,Ferrari Gtc4 Lusso,Premium_sports_car,"599,990",Other,"43,000",2017,7,GCC Specs,2,Coupe,Petrol,4,Automatic Transmission,4000+,600 - 699,12,White,Unknown,No,"Dubai Investment Park 1, Dubai Investment Park (DIP), Dubai, UAE",UAE,Dubai,Dubai Investment Park (DIP),Dubai Investment Park 1,Dealer,,
Ford,F-Series Pickup,Ford F-Series Pickup,Full_sized_pick_up,"105,000",SVT Raptor,"92,000",2014,10,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,Unknown,400 - 499,8,Silver,Black,Does not apply,"The Lakes, Dubai, UAE",UAE,Dubai,The Lakes,,Owner,25.2692794,55.3870978
GMC,Sierra,Gmc Sierra,Full_sized_pick_up,"105,000",1500 SLE,"69,000",2019,5,American Specs,4,SUV,Petrol,5,Automatic Transmission,4000+,400 - 499,8,Blue,Black,Yes,"Al Awir, Dubai, UAE",UAE,Dubai,Al Awir,,Dealer,25.3061521,55.3441577
Land Rover,Range Rover Sport,Land Rover Range Rover Sport,Full_sized_SUV,"279,000",Supercharged,"43,000",2021,3,Canadian Specs,4,SUV,Petrol,5,Automatic Transmission,4000+,600 - 699,8,White,Unknown,No,"Al Mamzar Front, Al Mamzar, Dubai, UAE",UAE,Dubai,Al Mamzar,Al Mamzar Front,Owner,25.1524105,55.2340999
Lexus,LX570,Lexus Lx570,Premium_fullsize_SUV,"185,000",Signature,"200,000",2016,8,GCC Specs,5,SUV,Petrol,8,Automatic Transmission,3000 - 3499,400 - 499,8,Blue,Unknown,No,"Dubai Marina, Dubai, UAE",UAE,Dubai,Dubai Marina,,Dealer,25.2433423,55.460553
Lexus,LX570,Lexus Lx570,Premium_fullsize_SUV,"185,000",Signature,"200,000",2016,8,GCC Specs,5,SUV,Petrol,8,Automatic Transmission,3000 - 3499,400 - 499,8,Blue,Unknown,No,"Dubai Marina, Dubai, UAE",UAE,Dubai,Dubai Marina,,Dealer,25.2433423,55.460553
Land Rover,Range Rover Sport,Land Rover Range Rover Sport,Full_sized_SUV,"279,000",HSE,"50,000",2020,4,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,,300 - 399,6,White,Beige,Yes,"Al Majaz, Sharjah, UAE",UAE,Sharjah,Al Majaz,,Dealer,25.1524105,55.2340999
Tesla,Model X,Tesla Model X,Premium_fullsize_SUV,"184,900",Other,"69,097",2018,6,GCC Specs,5,SUV,Electric,7,Automatic Transmission,Unknown,500 - 599,,Silver,Beige,No,"The Marina, Abu Dhabi, UAE",UAE,Abu Dhabi,The Marina,,Dealer,25.1177213,55.2357807
Mercedes-Benz,GLE Coupe,Mercedes-Benz Gle Coupe,Premium_fullsize_SUV,"184,000",GLE 43 AMG,"97,000",2017,7,American Specs,4,SUV,Petrol,5,Automatic Transmission,3500 - 3999,300 - 399,6,White,Brown,Does not apply,"Dubai Marina, Dubai, UAE",UAE,Dubai,Dubai Marina,,Owner,25.1524105,55.2340999
Nissan,Xterra,Nissan Xterra,Compact_Midsize_SUV,"18,000",SE,"232,000",2008,16,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,,200 - 299,6,Red,Beige,No,"Dubai, UAE",UAE,Dubai,,,Owner,25.177447,55.5695341
Mercedes-Benz,S-Class,Mercedes-Benz S-Class,Premium_fullsized_car,"93,000",S 500l,"90,500",2014,10,Korean Specs,4,Sedan,Petrol,5,Automatic Transmission,4000+,300 - 399,8,Black,Black,Does not apply,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,Dealer,25.3061521,55.3441577
Ferrari,GTC4 Lusso,Ferrari Gtc4 Lusso,Premium_sports_car,"599,990",Other,"43,000",2017,7,GCC Specs,2,Coupe,Petrol,4,Automatic Transmission,4000+,600 - 699,12,White,Unknown,No,"Dubai Investment Park 1, Dubai Investment Park (DIP), Dubai, UAE",UAE,Dubai,Dubai Investment Park (DIP),Dubai Investment Park 1,Dealer,,
Alfa Romeo,Stelvio,Alfa Romeo Stelvio,Subcompact_SUV,"279,900",Quadrifoglio,"14,288",2019,5,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,2500 - 2999,500 - 599,6,Blue,Black,Yes,"Al Khabaisi, Deira, Dubai, UAE",UAE,Dubai,Deira,Al Khabaisi,Certified Pre-Owned,25.2754161,55.3464499
Mercedes-Benz,GLE-Class,Mercedes-Benz Gle-Class,Premium_fullsize_SUV,"183,000",GLE 350,"57,890",2021,3,American Specs,5,SUV,Petrol,5,Automatic Transmission,Unknown,200 - 299,4,White,Black,No,"Al Furjan West, Al Furjan, Dubai, UAE",UAE,Dubai,Al Furjan,Al Furjan West,Owner,25.1524105,55.2340999
Mercedes-Benz,GLE-Class,Mercedes-Benz Gle-Class,Premium_fullsize_SUV,"183,000",GLE 350,"57,890",2021,3,American Specs,5,SUV,Petrol,5,Automatic Transmission,Unknown,200 - 299,4,White,Black,No,"Al Furjan West, Al Furjan, Dubai, UAE",UAE,Dubai,Al Furjan,Al Furjan West,Owner,25.1524105,55.2340999
Nissan,Patrol,Nissan Patrol,Premium_fullsize_SUV,"181,000",XE,  -    ,2024, -   ,GCC Specs,4,SUV,Petrol,7,Automatic Transmission,4000+,200 - 299,6,White,Black,Yes,"Al Awir, Dubai, UAE",UAE,Dubai,Al Awir,,Dealer,25.266173,55.3377718
Toyota,Avalon,Toyota Avalon,Premium_fullsized_car,"93,000",XLE,"92,000",2019,5,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,2500 - 2999,300 - 399,6,White,Other Color,Does not apply,"Al Jurf 1, Al Jurf, Ajman, UAE",UAE,Ajman,Al Jurf,Al Jurf 1,Dealer,25.2692794,55.3870978
Nissan,Patrol,Nissan Patrol,Premium_fullsize_SUV,"181,000",XE,  -    ,2024, -   ,GCC Specs,4,SUV,Petrol,7,Automatic Transmission,4000+,200 - 299,6,White,Unknown,Yes,"Al Awir, Dubai, UAE",UAE,Dubai,Al Awir,,Dealer,25.266173,55.3377718
Mercedes-Benz,GLE Coupe,Mercedes-Benz Gle Coupe,Premium_fullsize_SUV,"180,000",GLE 43 AMG,"99,321",2019,5,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,3000 - 3499,300 - 399,6,White,Beige,Yes,"Al Quoz Industrial Area 1, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,Dealer,25.1524105,55.2340999
Porsche,Carrera / 911,Porsche Carrera / 911,Premium_sports_car,"599,000",Carrera Cabriolet,"17,021",2021,3,European Specs,2,Soft Top Convertible,Petrol,4,Automatic Transmission,Unknown,300 - 399,6,Black,Black,No,"Al Quoz Industrial Area 1, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,Dealer,25.167737,55.231018
BMW,7-Series,Bmw 7-Series,Premium_fullsized_car,"90,000",750Li,"138,000",2016,8,GCC Specs,5,Sedan,Petrol,5,Automatic Transmission,4000+,400 - 499,8,Black,Brown,No,"Dubai Hills Estate, Dubai, UAE",UAE,Dubai,Dubai Hills Estate,,Owner,25.0786415,55.1352524
Nissan,Patrol,Nissan Patrol,Premium_fullsize_SUV,"180,000",LE Platinum,"204,000",2020,4,GCC Specs,5,SUV,Petrol,7,Automatic Transmission,,400 - 499,8,Black,Brown,No,"Dubai, UAE",UAE,Dubai,,,Owner,25.266173,55.3377718
Mercedes-Benz,GLE-Class,Mercedes-Benz Gle-Class,Premium_fullsize_SUV,"180,000",GLE 350,"140,000",2020,4,American Specs,5,SUV,Petrol,5,Automatic Transmission,2000 - 2499,200 - 299,4,Green,Brown,Yes,"Sharjah, UAE",UAE,Sharjah,,,Owner,25.1524105,55.2340999
Mercedes-Benz,GLS-Class,Mercedes-Benz Gls-Class,Premium_fullsize_SUV,"180,000",GLS 550,"58,000",2017,7,Japanese Specs,4,SUV,Petrol,7,Automatic Transmission,4000+,400 - 499,8,Black,Black,No,"Al Quoz 1, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz 1,Dealer,25.1524105,55.2340999
Land Rover,Range Rover Velar,Land Rover Range Rover Velar,Full_sized_SUV,"280,000",Other,"46,000",2021,3,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,2000 - 2499,200 - 299,4,Black,Black,Yes,"Al Hudaiba, Dubai, UAE",UAE,Dubai,Al Hudaiba,,Owner,25.1524105,55.2340999
Mercedes-Benz,S-Class,Mercedes-Benz S-Class,Premium_fullsized_car,"90,000",S 500,"157,776",2014,10,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,4000+,400 - 499,8,White,Black,No,"Al Muroor, Abu Dhabi, UAE",UAE,Abu Dhabi,Al Muroor,,Dealer,25.3061521,55.3441577
Mercedes-Benz,S-Class,Mercedes-Benz S-Class,Premium_fullsized_car,"90,000",S 500,"157,776",2014,10,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,4000+,400 - 499,8,White,Black,No,"Al Muroor, Abu Dhabi, UAE",UAE,Abu Dhabi,Al Muroor,,Dealer,25.3061521,55.3441577
Nissan,Patrol,Nissan Patrol,Premium_fullsize_SUV,"179,900",SE,"82,284",2021,3,GCC Specs,5,SUV,Petrol,8,Automatic Transmission,3500 - 3999,200 - 299,6,White,Brown,Yes,"Al Quoz Industrial Area 3, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,Dealer,25.266173,55.3377718
Chevrolet,Suburban,Chevrolet Suburban,Premium_fullsize_SUV,"179,500",LT,"7,600",2023,1,Other,4,SUV,Petrol,7,Automatic Transmission,,300 - 399,8,Red,Black,No,"Souq Al Haraj / Tasjeel Village, Saif Zone (Sharjah International Airport Free Zone), Sharjah, UAE",UAE,Sharjah,Saif Zone (Sharjah International Airport Free Zone),Souq Al Haraj / Tasjeel Village,Dealer,25.1894266,55.264819
Audi,Q8,Audi Q8,Premium_fullsize_SUV,"179,000",S-Line,"134,740",2019,5,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,3000 - 3499,300 - 399,6,Grey,Brown,No,"Motor City, Dubai, UAE",UAE,Dubai,Motor City,,Owner,25.058063,55.180799
Audi,Q8,Audi Q8,Premium_fullsize_SUV,"179,000",S-Line,"134,740",2019,5,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,3000 - 3499,300 - 399,6,Grey,Brown,No,"Motor City, Dubai, UAE",UAE,Dubai,Motor City,,Owner,25.058063,55.180799
Land Rover,Range Rover,Land Rover Range Rover,Premium_fullsize_SUV,"179,000",Autobiography,"147,461",2015,9,GCC Specs,4,SUV,Petrol,,Automatic Transmission,,500 - 599,8,Black,Other Color,No,"Al Quoz Industrial Area 1, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,Dealer,25.266173,55.3377718
Mercedes-Benz,S-Class,Mercedes-Benz S-Class,Premium_fullsized_car,"90,000",S 500,"157,776",2014,10,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,4000+,400 - 499,8,White,Black,No,"Al Muroor, Abu Dhabi, UAE",UAE,Abu Dhabi,Al Muroor,,Dealer,25.3061521,55.3441577
Mercedes-Benz,E-Class,Mercedes-Benz E-Class,Premium_fullsized_car,"90,000",E 300,"98,000",1991,33,Japanese Specs,4,Sedan,Petrol,5,Automatic Transmission,,200 - 299,6,Grey,White,Does not apply,"Al Quoz 2, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz 2,Owner,25.1177213,55.2357807
Audi,Q8,Audi Q8,Premium_fullsize_SUV,"179,000",S-Line,"108,000",2019,5,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,3500 - 3999,400 - 499,6,White,Other Color,Yes,"Al Reem Island, Abu Dhabi, UAE",UAE,Abu Dhabi,Al Reem Island,,Owner,25.058063,55.180799
Cadillac,Escalade,Cadillac Escalade,Premium_fullsize_SUV,"179,000",Standard,"79,000",2020,4,GCC Specs,4,Van,Petrol,,Automatic Transmission,,400 - 499,8,White,Brown,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,Dealer,25.1524105,55.2340999
Land Rover,Range Rover,Land Rover Range Rover,Premium_fullsize_SUV,"179,000",Autobiography,"93,000",2016,8,GCC Specs,4,SUV,Petrol,4,Automatic Transmission,4000+,400 - 499,8,White,Brown,No,"Dubai Marina, Dubai, UAE",UAE,Dubai,Dubai Marina,,Dealer,25.266173,55.3377718
Mercedes-Benz,E-Class,Mercedes-Benz E-Class,Premium_fullsized_car,"90,000",E 300,"98,000",1991,33,Japanese Specs,4,Sedan,Petrol,5,Automatic Transmission,,200 - 299,6,Grey,White,Does not apply,"Al Quoz 2, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz 2,Owner,25.1177213,55.2357807
BMW,X5,Bmw X5,Full_sized_SUV,"283,000",Xdrive50i,"24,091",2019,5,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,4000+,,8,White,Brown,Yes,"Dubai Marina, Dubai, UAE",UAE,Dubai,Dubai Marina,,Dealer,25.1177213,55.2357807
BMW,X5,Bmw X5,Full_sized_SUV,"283,000",Xdrive50i,"24,091",2019,5,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,4000+,,8,White,Brown,Yes,"Dubai Marina, Dubai, UAE",UAE,Dubai,Dubai Marina,,Dealer,25.1177213,55.2357807
BMW,X5,Bmw X5,Full_sized_SUV,"283,000",Xdrive50i,"24,091",2019,5,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,4000+,,8,White,Brown,Yes,"Dubai Marina, Dubai, UAE",UAE,Dubai,Dubai Marina,,Dealer,25.1177213,55.2357807
